排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
625,主人公.com,xn--tiqxl42e.com,3,478,n,hero (of a novel or film); main protagonist,通用品牌,81.2,11.25,1,https://vercel.com/domains/search?q=xn--tiqxl42e.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
626,一时间.com,xn--4gqz79cd47a.com,3,469,t,for a moment; momentarily,通用品牌,81.2,11.25,1,https://vercel.com/domains/search?q=xn--4gqz79cd47a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
627,交易日.com,xn--tlqu08c6d.com,3,466,n,(finance) trading day,商业价值,81.2,11.25,1,https://vercel.com/domains/search?q=xn--tlqu08c6d.com,2026-07-23T18:39:10.413Z,Jieba + CC-CEDICT
628,金融业.com,xn--vhq831lipg.com,3,172,n,financial sector; the banking business,通用品牌,81.1,11.25,1,https://vercel.com/domains/search?q=xn--vhq831lipg.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
629,抒情诗.com,xn--feuy3bv37e.com,3,158,n,lyric poetry,内容文化,81.1,11.25,1,https://vercel.com/domains/search?q=xn--feuy3bv37e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
630,畜产品.com,xn--wlqq2mo75a.com,3,157,n,domesticated animal products,通用品牌,81.1,11.25,1,https://vercel.com/domains/search?q=xn--wlqq2mo75a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
631,发祥地.com,xn--oor61fut7b.com,3,400,n,the birthplace (of sth good); the cradle (e.g. of art),通用品牌,81.0,11.25,1,https://vercel.com/domains/search?q=xn--oor61fut7b.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
632,出发点.com,xn--79qs8bk84c.com,3,398,n,starting point; (fig.) basis; motive,通用品牌,81.0,11.25,1,https://vercel.com/domains/search?q=xn--79qs8bk84c.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
633,继承人.com,xn--gmqu59bkxu.com,3,397,n,heir; successor,通用品牌,81.0,11.25,1,https://vercel.com/domains/search?q=xn--gmqu59bkxu.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
634,绿化带.com,xn--cjr60xzs0a.com,3,151,n,landscaped green strip; planted green belt,通用品牌,81.0,11.25,1,https://vercel.com/domains/search?q=xn--cjr60xzs0a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
635,商品粮.com,xn--jvrxlz22h.com,3,147,n,commodity grain (grain produced as a commodity rather than for self-sufficiency),通用品牌,80.9,11.25,1,https://vercel.com/domains/search?q=xn--jvrxlz22h.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
636,开发商.com,xn--ooru7an7s.com,3,376,n,"developer (of real estate, a commercial product etc)",通用品牌,80.9,11.25,1,https://vercel.com/domains/search?q=xn--ooru7an7s.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
637,进行曲.com,xn--lov655e3ff.com,3,375,n,march (musical),通用品牌,80.9,11.25,1,https://vercel.com/domains/search?q=xn--lov655e3ff.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
638,录音机.com,xn--w2tr9odn8b.com,3,143,n,(tape) recording machine; tape recorder; CL:臺|台[tai2],内容文化,80.8,11.25,1,https://vercel.com/domains/search?q=xn--w2tr9odn8b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
639,工作组.com,xn--2qq276alzy.com,3,373,n,work team; working group; task force,通用品牌,80.8,11.25,1,https://vercel.com/domains/search?q=xn--2qq276alzy.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
640,书呆子.com,xn--1jq06lqwg.com,3,142,n,bookworm; pedant; bookish fool,内容文化,80.8,11.25,1,https://vercel.com/domains/search?q=xn--1jq06lqwg.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
641,剧作家.com,xn--2qqy7ek2l.com,3,365,n,playwright,内容文化,80.7,11.25,1,https://vercel.com/domains/search?q=xn--2qqy7ek2l.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
642,辩证法.com,xn--nwwp37dyvc.com,3,364,n,dialectics; dialectic or Socratic method of debate,通用品牌,80.7,11.25,1,https://vercel.com/domains/search?q=xn--nwwp37dyvc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
643,青铜器.com,xn--m7r566l8sb.com,3,361,n,"bronze implement; refers to ancient bronze artifacts, from c. 2,000 BC",通用品牌,80.7,11.25,1,https://vercel.com/domains/search?q=xn--m7r566l8sb.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
644,枯水期.com,xn--vpv8lv9i.com,3,355,t,dry season; low-water period,通用品牌,80.7,11.25,1,https://vercel.com/domains/search?q=xn--vpv8lv9i.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
645,手电筒.com,xn--kpuy43bfoe.com,3,348,n,flashlight; electric hand torch,通用品牌,80.6,11.25,1,https://vercel.com/domains/search?q=xn--kpuy43bfoe.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
646,一连串.com,xn--4gqqet60t.com,3,347,n,a succession of; a series of,通用品牌,80.6,11.25,1,https://vercel.com/domains/search?q=xn--4gqqet60t.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
647,叙事诗.com,xn--3kq12kx51d.com,3,130,n,narrative poem,内容文化,80.6,11.25,1,https://vercel.com/domains/search?q=xn--3kq12kx51d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
648,录音带.com,xn--8tt4zv13k.com,3,124,n,"audio tape; CL:盤|盘[pan2],盒[he2]",内容文化,80.5,11.25,1,https://vercel.com/domains/search?q=xn--8tt4zv13k.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
649,航海家.com,xn--fctz62bg8o.com,3,123,n,mariner; seafarer,生活审美,80.5,11.25,1,https://vercel.com/domains/search?q=xn--fctz62bg8o.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
650,委托人.com,xn--gmq83y4yg.com,3,324,n,(law) client; trustor,通用品牌,80.5,11.25,1,https://vercel.com/domains/search?q=xn--gmq83y4yg.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
651,市场经济.com,xn--mesr1nynod6q.com,4,1846,n,market economy,成语意象,80.4,11.25,1,https://vercel.com/domains/search?q=xn--mesr1nynod6q.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
652,蒸汽机.com,xn--nqvz0jx1y.com,3,320,n,steam engine,通用品牌,80.4,11.25,1,https://vercel.com/domains/search?q=xn--nqvz0jx1y.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
653,散文诗.com,xn--6cv0cy41l.com,3,42,n,prose poem,内容文化,80.4,11.25,1,https://vercel.com/domains/search?q=xn--6cv0cy41l.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
654,音乐节.com,xn--fjq758jppn.com,3,42,n,music festival,内容文化,80.4,11.25,1,https://vercel.com/domains/search?q=xn--fjq758jppn.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
655,教练机.com,xn--wcvt5boy5b.com,3,316,n,trainer (aircraft),通用品牌,80.3,11.25,1,https://vercel.com/domains/search?q=xn--wcvt5boy5b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
656,光合作用.com,xn--2qqt0cjydg76c.com,4,278,n,photosynthesis,生活审美,80.3,11.25,1,https://vercel.com/domains/search?q=xn--2qqt0cjydg76c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
657,人工湖.com,xn--gmqr38a1mm.com,3,309,n,artificial lake,通用品牌,80.3,11.25,1,https://vercel.com/domains/search?q=xn--gmqr38a1mm.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
658,决议案.com,xn--67q736cz6y.com,3,307,n,resolution (of a meeting),通用品牌,80.2,11.25,1,https://vercel.com/domains/search?q=xn--67q736cz6y.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
659,照明弹.com,xn--31ty5m8sk.com,3,112,n,flare; star shell,通用品牌,80.2,11.25,1,https://vercel.com/domains/search?q=xn--31ty5m8sk.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
660,活生生.com,xn--kzw61oa.com,3,287,n,real (people); living (artist); while still alive (e.g. skinned alive),通用品牌,80.2,11.25,1,https://vercel.com/domains/search?q=xn--kzw61oa.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
661,复印件.com,xn--5nqx2ifxf.com,3,286,n,photocopy; duplicate,通用品牌,80.1,11.25,1,https://vercel.com/domains/search?q=xn--5nqx2ifxf.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
662,水产业.com,xn--vhq3mo07e.com,3,284,n,aquaculture,通用品牌,80.1,11.25,1,https://vercel.com/domains/search?q=xn--vhq3mo07e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
663,针叶林.com,xn--qprs07bd06a.com,3,274,n,needle-leaved forest,生活审美,80.1,11.25,1,https://vercel.com/domains/search?q=xn--qprs07bd06a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
664,心上人.com,xn--fhqqq453b.com,3,103,n,sweetheart; one's beloved,品质价值,80.1,11.25,1,https://vercel.com/domains/search?q=xn--fhqqq453b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
665,焕然一新.com,xn--4gq609c86h1d.com,4,622,i,to look completely new (idiom); brand new; changed beyond recognition,成语意象,80.0,11.25,1,https://vercel.com/domains/search?q=xn--4gq609c86h1d.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
666,共同体.com,xn--tqq74cg5c.com,3,269,n,community,通用品牌,80.0,11.25,1,https://vercel.com/domains/search?q=xn--tqq74cg5c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
667,拦河坝.com,xn--mfs51yc0h.com,3,269,n,a dam across a river,生活审美,80.0,11.25,1,https://vercel.com/domains/search?q=xn--mfs51yc0h.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
668,活火山.com,xn--rhtp40b7lc.com,3,101,n,active volcano,生活审美,79.9,11.25,1,https://vercel.com/domains/search?q=xn--rhtp40b7lc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
669,清一色.com,xn--4gq839ei6n.com,3,99,i,(mahjong) flush; a complete hand where all tiles are of the same suit; (fig.) uniformly; each and every one,生活审美,79.9,11.25,1,https://vercel.com/domains/search?q=xn--4gq839ei6n.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
670,大本营.com,xn--pss293a0tw.com,3,261,n,headquarters; base camp,通用品牌,79.9,11.25,1,https://vercel.com/domains/search?q=xn--pss293a0tw.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
671,摄像机.com,xn--o1q278b98b.com,3,249,n,video camera; CL:部[bu4],内容文化,79.8,11.25,1,https://vercel.com/domains/search?q=xn--o1q278b98b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
672,大气层.com,xn--pss25eeyt.com,3,248,n,(meteorology) the atmosphere; atmospheric layer,通用品牌,79.8,11.25,1,https://vercel.com/domains/search?q=xn--pss25eeyt.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
673,偏振光.com,xn--0xqrxr34b.com,3,91,n,polarization of light; polarized light,生活审美,79.8,11.25,1,https://vercel.com/domains/search?q=xn--0xqrxr34b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
674,破天荒.com,xn--rss553e8th.com,3,91,i,unprecedented; for the first time; never before; first ever,生活审美,79.8,11.25,1,https://vercel.com/domains/search?q=xn--rss553e8th.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
675,自主权.com,xn--tiq132d10s.com,3,243,n,the power to act independently; autonomy; the right of self-determination,通用品牌,79.7,11.25,1,https://vercel.com/domains/search?q=xn--tiq132d10s.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
676,混交林.com,xn--tlq112d3pe.com,3,240,n,mixed forest,生活审美,79.7,11.25,1,https://vercel.com/domains/search?q=xn--tlq112d3pe.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
677,印欧语.com,xn--wlru56cfgx.com,3,240,n,Indo-European (language),通用品牌,79.7,11.25,1,https://vercel.com/domains/search?q=xn--wlru56cfgx.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
678,方法论.com,xn--nfv31n631a.com,3,236,n,methodology,通用品牌,79.6,11.25,1,https://vercel.com/domains/search?q=xn--nfv31n631a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
679,总编辑.com,xn--h9tu00ewjl.com,3,232,n,chief editor (of newspaper),通用品牌,79.6,11.25,1,https://vercel.com/domains/search?q=xn--h9tu00ewjl.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
680,全身心.com,xn--15qv36aiv0b.com,3,86,n,wholeheartedly; (to devote oneself) heart and soul,品质价值,79.6,11.25,1,https://vercel.com/domains/search?q=xn--15qv36aiv0b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
681,顺风耳.com,xn--by0a301chha.com,3,28,i,sb with preternaturally good hearing (in fiction); fig. a well-informed person,生活审美,79.5,11.25,1,https://vercel.com/domains/search?q=xn--by0a301chha.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
682,抵抗力.com,xn--tfrv58atc.com,3,223,n,resistance; immunity,通用品牌,79.5,11.25,1,https://vercel.com/domains/search?q=xn--tfrv58atc.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
683,有心人.com,xn--gmq182buof.com,3,82,n,resolute person; person with aspirations; people who feel; people who use their heads,品质价值,79.5,11.25,1,https://vercel.com/domains/search?q=xn--gmq182buof.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
684,小心翼翼.com,xn--yet09fcx2ba.com,4,503,i,(idiom) cautious; careful; prudent,品质价值,79.5,11.25,1,https://vercel.com/domains/search?q=xn--yet09fcx2ba.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
685,开场白.com,xn--mest4pp9u.com,3,218,v,"prologue of play; opening remarks; preamble (of speeches, articles etc)",通用品牌,79.4,11.25,1,https://vercel.com/domains/search?q=xn--mest4pp9u.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
686,故事片.com,xn--3kqw76cqgj.com,3,215,n,fictional film; feature film,通用品牌,79.4,11.25,1,https://vercel.com/domains/search?q=xn--3kqw76cqgj.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
687,一刹那.com,xn--4gqu6htu5e.com,3,212,t,a moment; an instant; in a flash,通用品牌,79.4,11.25,1,https://vercel.com/domains/search?q=xn--4gqu6htu5e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
688,甜味剂.com,xn--9cr36cw17c.com,3,209,n,sweetener (food additive),通用品牌,79.3,11.25,1,https://vercel.com/domains/search?q=xn--9cr36cw17c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
689,电影界.com,xn--p3t879b9b.com,3,77,n,moviedom; the world of movies; film circles,内容文化,79.3,11.25,1,https://vercel.com/domains/search?q=xn--p3t879b9b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
690,选择题.com,xn--2tu871h3mf.com,3,207,n,multiple-choice question,通用品牌,79.3,11.25,1,https://vercel.com/domains/search?q=xn--2tu871h3mf.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
691,工具书.com,xn--1jqp8ez6p.com,3,75,n,"reference book (such as dictionary, almanac, gazetteer etc)",内容文化,79.2,11.25,1,https://vercel.com/domains/search?q=xn--1jqp8ez6p.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
692,顺理成章.com,xn--vnus31bn4e876a.com,4,180,i,logical; only to be expected; rational and clearly structured (of text),成语意象,79.2,11.25,1,https://vercel.com/domains/search?q=xn--vnus31bn4e876a.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
693,训练场.com,xn--mesx33gmti.com,3,202,n,training ground,通用品牌,79.2,11.25,1,https://vercel.com/domains/search?q=xn--mesx33gmti.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
694,开幕词.com,xn--lvtto332i.com,3,201,n,opening speech (at a conference),内容文化,79.2,11.25,1,https://vercel.com/domains/search?q=xn--lvtto332i.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
695,摇滚乐.com,xn--fjq584cbph.com,3,70,i,rock music; rock 'n roll,内容文化,79.1,11.25,1,https://vercel.com/domains/search?q=xn--fjq584cbph.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
696,教职工.com,xn--estu9nmpy.com,3,189,n,teaching and administrative staff,通用品牌,79.1,11.25,1,https://vercel.com/domains/search?q=xn--estu9nmpy.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
697,主裁判.com,xn--tiq28gm29d.com,3,189,n,(sports) referee; umpire,通用品牌,79.1,11.25,1,https://vercel.com/domains/search?q=xn--tiq28gm29d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
698,平常心.com,xn--rutze83b.com,3,69,n,levelheadedness; calmness; equanimity,品质价值,79.0,11.25,1,https://vercel.com/domains/search?q=xn--rutze83b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
699,泛光灯.com,xn--54qy58dtqc.com,3,68,n,floodlight,生活审美,79.0,11.25,1,https://vercel.com/domains/search?q=xn--54qy58dtqc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
700,摄影家.com,xn--fctr0g37e.com,3,67,n,photographer,内容文化,79.0,11.25,1,https://vercel.com/domains/search?q=xn--fctr0g37e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
701,制片厂.com,xn--xcr84af98d.com,3,183,n,film studio,通用品牌,78.9,11.25,1,https://vercel.com/domains/search?q=xn--xcr84af98d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
702,基本面.com,xn--3jso76a5n0b.com,3,182,n,basics; essentials; fundamentals; (finance) fundamentals,通用品牌,78.9,11.25,1,https://vercel.com/domains/search?q=xn--3jso76a5n0b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
703,哲学史.com,xn--mpr1w28m.com,3,182,n,history of philosophy,内容文化,78.9,11.25,1,https://vercel.com/domains/search?q=xn--mpr1w28m.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
704,谈恋爱.com,xn--x9t711b70s.com,3,181,v,to be in a romantic relationship; to go steady; to be dating,通用品牌,78.9,11.25,1,https://vercel.com/domains/search?q=xn--x9t711b70s.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
705,历史学.com,xn--jmrsjl1r.com,3,179,n,history,内容文化,78.8,11.25,1,https://vercel.com/domains/search?q=xn--jmrsjl1r.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
706,奶制品.com,xn--xcrv5di7f.com,3,63,n,dairy product,通用品牌,78.8,11.25,1,https://vercel.com/domains/search?q=xn--xcrv5di7f.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
707,众星捧月.com,xn--3oq080cw3bx0a.com,4,400,i,"lit. all the stars cup themselves around the moon (idiom, from Analects); fig. to view sb as core figure; to group around a revered leader; to revolve around sb",成语意象,78.8,11.25,1,https://vercel.com/domains/search?q=xn--3oq080cw3bx0a.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
708,贸易额.com,xn--7hv548fcth.com,3,172,n,volume of trade (between countries),通用品牌,78.7,11.25,1,https://vercel.com/domains/search?q=xn--7hv548fcth.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
709,复制品.com,xn--xcrv5diyf.com,3,62,n,replica; reproduction,通用品牌,78.7,11.25,1,https://vercel.com/domains/search?q=xn--xcrv5diyf.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
710,分析法.com,xn--kbry83cwwd.com,3,169,n,the analytic method; analytic reasoning,通用品牌,78.7,11.25,1,https://vercel.com/domains/search?q=xn--kbry83cwwd.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
711,歌舞团.com,xn--3bsx88b0uq.com,3,169,n,song and dance troupe,通用品牌,78.6,11.25,1,https://vercel.com/domains/search?q=xn--3bsx88b0uq.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
712,全心全意.com,xn--15qa831i8hb.com,4,384,i,(idiom) heart and soul; wholeheartedly,品质价值,78.6,11.25,1,https://vercel.com/domains/search?q=xn--15qa831i8hb.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
713,平均值.com,xn--hxq94omng.com,3,165,n,average value,通用品牌,78.6,11.25,1,https://vercel.com/domains/search?q=xn--hxq94omng.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
714,营业额.com,xn--vhq703kg3m.com,3,161,n,sum or volume of business; turnover,通用品牌,78.6,11.25,1,https://vercel.com/domains/search?q=xn--vhq703kg3m.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
715,影剧院.com,xn--cers13av36b.com,3,58,n,cinema; movie theater,内容文化,78.5,11.25,1,https://vercel.com/domains/search?q=xn--cers13av36b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
716,酒精灯.com,xn--znxn6xs5p.com,3,159,n,spirit lamp,通用品牌,78.5,11.25,1,https://vercel.com/domains/search?q=xn--znxn6xs5p.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
717,探险家.com,xn--fct37ph89b.com,3,159,n,explorer,通用品牌,78.5,11.25,1,https://vercel.com/domains/search?q=xn--fct37ph89b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
718,期望值.com,xn--hxq707cla.com,3,158,n,expectations; (math) expected value,通用品牌,78.4,11.25,1,https://vercel.com/domains/search?q=xn--hxq707cla.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
719,小册子.com,xn--26qx1vlqa.com,3,158,n,booklet; pamphlet; leaflet; information sheet; menu; CL:本[ben3],通用品牌,78.4,11.25,1,https://vercel.com/domains/search?q=xn--26qx1vlqa.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
720,少奶奶.com,xn--yusa31r.com,3,157,n,young lady of the house; wife of the young master,通用品牌,78.4,11.25,1,https://vercel.com/domains/search?q=xn--yusa31r.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
721,电灯泡.com,xn--zwwt9ez6e.com,3,156,n,light bulb; (slang) unwanted third guest,通用品牌,78.4,11.25,1,https://vercel.com/domains/search?q=xn--zwwt9ez6e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
722,清洁工.com,xn--est494ajwa.com,3,56,n,cleaner; janitor; garbage collector,生活审美,78.3,11.25,1,https://vercel.com/domains/search?q=xn--est494ajwa.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
723,教育家.com,xn--fct17td2w.com,3,155,n,educationalist,通用品牌,78.3,11.25,1,https://vercel.com/domains/search?q=xn--fct17td2w.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
